CPE,hora,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
C15FA534254,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,17,historico dia_util,3.5
C16SC000825R,0,,dia_util,0.0,0.0657,0.2936,-0.22,-0.22,normal,normal,alta,20,historico dia_util,3.5
C16SC003896,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,20,historico dia_util,3.5
C16SE010255,0,,dia_util,0.004,0.0045,0.01,-0.05,-0.05,normal,normal,alta,12,historico dia_util,3.5
C16SE010257A,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,20,historico dia_util,3.5
C17SC007379,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,18,historico dia_util,3.5
C17SC007397,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,16,historico dia_util,3.5
C17SC007432,0,,dia_util,0.0,0.0002,0.01,-0.02,-0.02,normal,normal,alta,20,historico dia_util,3.5
C17SC007452,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,19,historico dia_util,3.5
C17SC007472,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,20,historico dia_util,3.5
C17SC007487,0,,dia_util,0.065,0.0411,0.0278,0.86,0.86,normal,normal,alta,16,historico dia_util,3.5
C17SC007489,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,14,historico dia_util,3.5
C17SC007493,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,18,historico dia_util,3.5
C17SC007494,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,20,historico dia_util,3.5
C18LB000167,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,17,historico dia_util,3.5
C18LB000173,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,19,historico dia_util,3.5
C18SC002011N,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,20,historico dia_util,3.5
C18SC002021,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,17,historico dia_util,3.5
C18SC002022,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,16,historico dia_util,3.5
C18SC002026,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,12,historico dia_util,3.5
C18SC002034,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,20,historico dia_util,3.5
C18SC002069,0,,dia_util,0.969,0.9303,0.2326,0.17,0.17,normal,normal,alta,20,historico dia_util,3.5
C18SC002074,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,17,historico dia_util,3.5
C18SC002075,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,20,historico dia_util,3.5
C18SC002081,0,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,13,historico dia_util,3.5
