CPE,hora,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
I21LA148189,0,,dia_util,0.0,0.0002,0.01,-0.02,-0.02,normal,normal,alta,18,historico dia_util,2.0
I21LA148189,1,,dia_util,0.0,0.0001,0.01,-0.01,-0.01,normal,normal,alta,18,historico dia_util,2.0
I21LA148189,2,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,20,historico dia_util,2.0
I21LA148189,3,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,20,historico dia_util,2.0
I21LA148189,4,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,20,historico dia_util,2.0
I21LA148189,5,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,20,historico dia_util,2.0
I21LA148189,6,,dia_util,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,18,historico dia_util,2.0
I21LA148189,7,,dia_util,0.0,0.0003,0.01,-0.03,-0.03,normal,normal,alta,18,historico dia_util,2.0
I21LA148189,8,,dia_util,0.0,0.0008,0.01,-0.08,-0.08,normal,normal,alta,18,historico dia_util,2.0
I21LA148189,9,,dia_util,0.0,0.0005,0.01,-0.05,-0.05,normal,normal,alta,18,historico dia_util,2.0
I21LA148189,10,,dia_util,0.0,0.0024,0.01,-0.24,-0.24,normal,normal,alta,19,historico dia_util,2.0
I21LA148189,11,,dia_util,0.0,0.0012,0.01,-0.12,-0.12,normal,normal,alta,19,historico dia_util,2.0
I21LA148189,12,,dia_util,0.0,0.0005,0.01,-0.05,-0.05,normal,normal,alta,19,historico dia_util,2.0
I21LA148189,13,,dia_util,0.0,0.0012,0.01,-0.12,-0.12,normal,normal,alta,19,historico dia_util,2.0
I21LA148189,14,,dia_util,0.0,0.0012,0.01,-0.12,-0.12,normal,normal,alta,19,historico dia_util,2.0
I21LA148189,15,,dia_util,0.0,0.0006,0.01,-0.06,-0.06,normal,normal,alta,19,historico dia_util,2.0
I21LA148189,16,,dia_util,0.0,0.0013,0.01,-0.13,-0.13,normal,normal,alta,19,historico dia_util,2.0
I21LA148189,17,,dia_util,0.0,0.0012,0.01,-0.12,-0.12,normal,normal,alta,19,historico dia_util,2.0
I21LA148189,18,,dia_util,0.0,0.002,0.01,-0.2,-0.2,normal,normal,alta,20,historico dia_util,2.0
I21LA148189,19,,dia_util,0.0,0.002,0.01,-0.2,-0.2,normal,normal,alta,20,historico dia_util,2.0
I21LA148189,20,,dia_util,0.0,0.0011,0.01,-0.11,-0.11,normal,normal,alta,20,historico dia_util,2.0
I21LA148189,21,,dia_util,0.0,0.0003,0.01,-0.03,-0.03,normal,normal,alta,20,historico dia_util,2.0
I21LA148189,22,,dia_util,0.0,0.0001,0.01,-0.01,-0.01,normal,normal,alta,20,historico dia_util,2.0
I21LA148189,23,,dia_util,0.0,0.0001,0.01,-0.01,-0.01,normal,normal,alta,20,historico dia_util,2.0
