CPE,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000107046231FW,0.0,dia_util,4.01,3.6,0.76,0.55,0.55,normal,acima,alta,44,histórico dia_util,2.0
PT0002000107172384HT,1.0,dia_util,7.29,5.36,1.48,1.31,1.31,normal,acima,alta,44,histórico dia_util,2.0
PT0002000109837807PE,1.0,dia_util,6.3,5.47,1.24,0.67,0.67,normal,acima,alta,44,histórico dia_util,2.0
PT0002000110090564GD,1.0,dia_util,4.52,5.16,1.06,-0.61,-0.61,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000110607652SB,0.0,dia_util,8.96,5.01,1.62,2.43,2.43,desvio,acima,alta,44,histórico dia_util,2.0
PT0002000110814293YC,,dia_util,6.19,5.9,0.89,0.32,0.32,normal,acima,alta,44,histórico dia_util,2.0
PT0002000111572054VT,,dia_util,3.29,2.81,0.98,0.49,0.49,normal,acima,alta,44,histórico dia_util,2.0
PT0002000112989585PH,0.0,dia_util,12.58,12.16,4.7,0.09,0.09,normal,acima,alta,44,histórico dia_util,2.0
PT0002000114613364CC,,dia_util,63.66,52.81,8.83,1.23,1.23,normal,acima,alta,44,histórico dia_util,2.0
PT0002000114685657JR,0.0,dia_util,64.93,63.2,6.32,0.27,0.27,normal,acima,alta,44,histórico dia_util,2.0
PT0002000115031201VQ,0.0,dia_util,5.59,7.55,2.63,-0.74,-0.74,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000115673389QK,0.0,dia_util,20.16,14.19,3.11,1.92,1.92,normal,acima,alta,44,histórico dia_util,2.0
PT0002000115673471CB,0.0,dia_util,12.26,11.03,2.43,0.51,0.51,normal,acima,alta,44,histórico dia_util,2.0
PT0002000115700602GW,0.0,dia_util,9.42,10.23,1.4,-0.58,-0.58,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000116530964LH,,dia_util,51.85,47.34,9.66,0.47,0.47,normal,acima,alta,44,histórico dia_util,2.0
PT0002000119303492KB,0.0,dia_util,7.64,5.91,1.24,1.39,1.39,normal,acima,alta,44,histórico dia_util,2.0
PT0002000120237616VJ,0.0,dia_util,8.35,8.18,0.82,0.21,0.21,normal,acima,alta,44,histórico dia_util,2.0
PT0002000123648159KR,0.0,dia_util,4.9,4.53,0.88,0.42,0.42,normal,acima,alta,44,histórico dia_util,2.0
PT0002000125379984SH,1.0,dia_util,4.39,4.7,1.49,-0.21,-0.21,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000125701614SQ,,dia_util,9.67,13.81,2.24,-1.85,-1.85,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000201038711LS,,dia_util,5.59,6.45,1.52,-0.56,-0.56,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000201936109ME,0.0,dia_util,0.0,0.2,0.4,-0.49,-0.49,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000203419117SJ,,dia_util,0.0,0.0,0.3,0.0,0.0,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000203886452WB,,dia_util,0.0,0.0,0.3,-0.0,-0.0,normal,abaixo,alta,44,histórico dia_util,2.0
