CPE,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000075637532JB,0.0,fim_semana,2.0,1.36,0.81,0.8,0.8,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000077348081AG,,fim_semana,6.0,15.23,5.01,-1.84,-1.84,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000077394934QY,0.0,fim_semana,16.0,16.01,1.6,-0.01,-0.01,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000077647404EM,1.0,fim_semana,1.0,6.02,3.61,-1.39,-1.39,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000078140706BA,,fim_semana,11.0,5.57,1.4,3.88,3.88,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000078207354XC,1.0,fim_semana,2.0,2.82,1.11,-0.74,-0.74,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000078233981HJ,1.0,fim_semana,1.0,3.51,1.22,-2.05,-2.05,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000078294957RQ,0.0,fim_semana,2.0,1.66,0.3,1.13,1.13,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000078441876HB,0.0,fim_semana,174.0,156.31,42.76,0.41,0.41,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000079469719HF,,fim_semana,27.0,29.31,4.83,-0.48,-0.48,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000081344542CP,1.0,fim_semana,0.0,3.85,2.23,-1.73,-1.73,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000081997398TD,0.0,fim_semana,16.0,23.81,10.53,-0.74,-0.74,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000082549706RH,0.0,fim_semana,6.0,4.78,0.48,2.54,2.54,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000100113293JT,0.0,fim_semana,37.0,37.62,3.76,-0.17,-0.17,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000101964938LF,0.0,fim_semana,2.0,1.97,0.3,0.08,0.08,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000102936404ME,1.0,fim_semana,7.0,4.87,0.57,3.76,3.76,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000103647515BL,,fim_semana,1.0,0.23,0.3,2.56,2.56,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000105483259QH,1.0,fim_semana,0.0,0.51,0.3,-1.69,-1.69,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000106102375RC,,fim_semana,10.0,6.67,2.17,1.54,1.54,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000107046231FW,0.0,fim_semana,1.0,0.66,0.3,1.14,1.14,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000107172384HT,1.0,fim_semana,10.0,5.89,1.62,2.54,2.54,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000109837807PE,1.0,fim_semana,2.0,3.62,1.62,-1.0,-1.0,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000110090564GD,1.0,fim_semana,14.0,4.78,2.14,4.3,4.3,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000110607652SB,0.0,fim_semana,4.0,2.05,0.45,4.37,4.37,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000110814293YC,,fim_semana,4.0,4.34,0.43,-0.78,-0.78,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000111572054VT,,fim_semana,3.0,1.69,0.3,4.36,4.36,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000112989585PH,0.0,fim_semana,29.0,8.28,6.47,3.2,3.2,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000114613364CC,,fim_semana,34.0,32.04,3.2,0.61,0.61,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000114685657JR,0.0,fim_semana,42.0,41.3,4.13,0.17,0.17,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000115031201VQ,0.0,fim_semana,1.0,2.02,0.75,-1.36,-1.36,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000115673389QK,0.0,fim_semana,5.0,5.24,0.85,-0.28,-0.28,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000115673471CB,0.0,fim_semana,4.0,3.03,0.3,3.19,3.19,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000115700602GW,0.0,fim_semana,3.0,3.72,0.79,-0.92,-0.92,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000116530964LH,,fim_semana,23.0,23.63,2.85,-0.22,-0.22,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000119303492KB,0.0,fim_semana,3.0,1.92,0.45,2.42,2.42,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000120237616VJ,0.0,fim_semana,3.0,3.06,0.31,-0.19,-0.19,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000123648159KR,0.0,fim_semana,1.0,0.9,0.49,0.2,0.2,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000125379984SH,1.0,fim_semana,0.0,3.91,2.44,-1.6,-1.6,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000125701614SQ,,fim_semana,5.0,8.5,2.54,-1.37,-1.37,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000201038711LS,,fim_semana,0.0,1.82,0.84,-2.18,-2.18,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000201936109ME,0.0,fim_semana,0.0,0.0,0.3,0.0,0.0,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000203419117SJ,,fim_semana,0.0,0.01,0.3,-0.05,-0.05,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000203886452WB,,fim_semana,0.0,0.04,0.3,-0.14,-0.14,normal,abaixo,alta,15,histórico fim_semana,2.5
