CPE,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000071896778MT,0.0,dia_util,1.0,5.08,1.04,-3.93,-3.93,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000073231742VK,0.0,dia_util,4.0,5.68,0.57,-2.96,-2.96,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000073481266XH,0.0,dia_util,2.0,5.25,0.99,-3.27,-3.27,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000073573036KH,,dia_util,45.0,53.67,5.37,-1.62,-1.62,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000073717386HC,,dia_util,1.0,4.28,1.78,-1.85,-1.85,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000073720434JD,,dia_util,7.0,12.63,7.1,-0.79,-0.79,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000075637532JB,0.0,dia_util,1.0,5.28,1.09,-3.91,-3.91,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000077348081AG,,dia_util,7.0,20.63,8.08,-1.69,-1.69,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000077394934QY,0.0,dia_util,15.0,19.94,1.99,-2.48,-2.48,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000077647404EM,1.0,dia_util,1.0,9.51,3.35,-2.54,-2.54,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000078140706BA,,dia_util,7.0,8.76,3.25,-0.54,-0.54,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000078207354XC,1.0,dia_util,1.0,3.72,0.97,-2.81,-2.81,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000078233981HJ,1.0,dia_util,1.0,3.19,1.15,-1.91,-1.91,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000078294957RQ,0.0,dia_util,3.0,5.87,0.99,-2.9,-2.9,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000078441876HB,0.0,dia_util,153.0,242.96,29.45,-3.05,-3.05,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000079469719HF,,dia_util,25.0,28.47,2.85,-1.22,-1.22,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000081344542CP,1.0,dia_util,1.0,2.88,1.45,-1.3,-1.3,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000081997398TD,0.0,dia_util,19.0,28.86,5.53,-1.78,-1.78,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000082549706RH,0.0,dia_util,23.0,11.73,6.69,1.69,1.69,normal,acima,alta,39,histórico dia_util,2.0
PT0002000100113293JT,0.0,dia_util,37.0,38.07,3.81,-0.28,-0.28,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000101964938LF,0.0,dia_util,2.0,5.41,1.05,-3.24,-3.24,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000102936404ME,1.0,dia_util,7.0,4.83,1.12,1.94,1.94,normal,acima,alta,39,histórico dia_util,2.0
PT0002000103647515BL,,dia_util,0.0,0.18,0.3,-0.6,-0.6,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000105483259QH,1.0,dia_util,0.0,0.28,0.3,-0.92,-0.92,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000106102375RC,,dia_util,9.0,11.23,2.38,-0.93,-0.93,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000107046231FW,0.0,dia_util,0.0,3.76,0.88,-4.29,-4.29,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000107172384HT,1.0,dia_util,7.0,6.29,1.66,0.43,0.43,normal,acima,alta,39,histórico dia_util,2.0
PT0002000109837807PE,1.0,dia_util,2.0,5.35,1.7,-1.97,-1.97,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000110090564GD,1.0,dia_util,2.0,4.31,1.14,-2.03,-2.03,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000110607652SB,0.0,dia_util,0.0,6.21,1.94,-3.2,-3.2,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000110814293YC,,dia_util,9.0,6.54,1.37,1.79,1.79,normal,acima,alta,39,histórico dia_util,2.0
PT0002000111572054VT,,dia_util,4.0,3.05,1.11,0.86,0.86,normal,acima,alta,39,histórico dia_util,2.0
PT0002000112989585PH,0.0,dia_util,12.0,14.32,5.21,-0.44,-0.44,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000114613364CC,,dia_util,28.0,53.44,7.08,-3.59,-3.59,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000114685657JR,0.0,dia_util,40.0,61.39,6.14,-3.48,-3.48,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000115031201VQ,0.0,dia_util,1.0,5.84,1.32,-3.66,-3.66,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000115673389QK,0.0,dia_util,6.0,15.99,3.51,-2.84,-2.84,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000115673471CB,0.0,dia_util,4.0,11.6,1.59,-4.78,-4.78,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000115700602GW,0.0,dia_util,3.0,9.46,1.41,-4.57,-4.57,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000116530964LH,,dia_util,20.0,46.26,8.26,-3.18,-3.18,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000119303492KB,0.0,dia_util,2.0,6.54,1.74,-2.61,-2.61,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000120237616VJ,0.0,dia_util,3.0,7.82,0.94,-5.14,-5.14,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000123648159KR,0.0,dia_util,2.0,4.53,0.96,-2.64,-2.64,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000125379984SH,1.0,dia_util,1.0,3.99,1.33,-2.25,-2.25,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000125701614SQ,,dia_util,5.0,11.17,3.21,-1.92,-1.92,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000201038711LS,,dia_util,0.0,5.91,1.89,-3.13,-3.13,desvio,abaixo,alta,39,histórico dia_util,2.0
PT0002000201936109ME,0.0,dia_util,0.0,0.16,0.36,-0.45,-0.45,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000203419117SJ,,dia_util,0.0,0.0,0.3,0.0,0.0,normal,abaixo,alta,39,histórico dia_util,2.0
PT0002000203886452WB,,dia_util,0.0,0.0,0.3,-0.0,-0.0,normal,abaixo,alta,39,histórico dia_util,2.0
