CPE,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000077647404EM,1.0,fim_semana,2.0,6.03,3.37,-1.2,-1.2,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000078140706BA,,fim_semana,8.0,5.25,1.36,2.02,2.02,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000078207354XC,1.0,fim_semana,0.0,3.08,0.95,-3.24,-3.24,desvio,abaixo,alta,15,histórico fim_semana,2.5
PT0002000078233981HJ,1.0,fim_semana,0.0,3.41,1.1,-3.12,-3.12,desvio,abaixo,alta,15,histórico fim_semana,2.5
PT0002000078294957RQ,0.0,fim_semana,2.0,1.64,0.3,1.22,1.22,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000078441876HB,0.0,fim_semana,75.0,170.02,39.88,-2.38,-2.38,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000079469719HF,,fim_semana,28.0,26.17,4.09,0.45,0.45,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000081344542CP,1.0,fim_semana,1.0,4.03,2.21,-1.37,-1.37,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000081997398TD,0.0,fim_semana,21.0,25.22,10.48,-0.4,-0.4,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000082549706RH,0.0,fim_semana,22.0,8.25,6.39,2.15,2.15,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000100113293JT,0.0,fim_semana,36.0,37.4,3.74,-0.37,-0.37,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000101964938LF,0.0,fim_semana,2.0,2.38,0.85,-0.44,-0.44,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000102936404ME,1.0,fim_semana,7.0,4.69,0.88,2.62,2.62,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000103647515BL,,fim_semana,1.0,0.2,0.3,2.68,2.68,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000105483259QH,1.0,fim_semana,1.0,0.35,0.3,2.16,2.16,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000106102375RC,,fim_semana,9.0,7.93,3.33,0.32,0.32,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000107046231FW,0.0,fim_semana,0.0,0.65,0.3,-2.16,-2.16,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000107172384HT,1.0,fim_semana,9.0,6.25,1.7,1.62,1.62,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000109837807PE,1.0,fim_semana,2.0,4.96,2.35,-1.26,-1.26,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000110090564GD,1.0,fim_semana,4.0,4.1,2.37,-0.04,-0.04,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000110607652SB,0.0,fim_semana,4.0,2.23,0.55,3.22,3.22,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000110814293YC,,fim_semana,4.0,4.79,1.09,-0.72,-0.72,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000111572054VT,,fim_semana,6.0,1.79,0.3,10.0,14.02,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000112989585PH,0.0,fim_semana,21.0,11.81,8.2,1.12,1.12,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000114613364CC,,fim_semana,30.0,32.46,3.25,-0.76,-0.76,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000114685657JR,0.0,fim_semana,41.0,40.78,4.08,0.05,0.05,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000115031201VQ,0.0,fim_semana,1.0,1.47,0.5,-0.95,-0.95,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000115673389QK,0.0,fim_semana,6.0,4.69,0.74,1.77,1.77,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000115673471CB,0.0,fim_semana,3.0,3.16,0.32,-0.51,-0.51,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000115700602GW,0.0,fim_semana,3.0,3.39,0.62,-0.62,-0.62,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000116530964LH,,fim_semana,25.0,22.95,2.36,0.87,0.87,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000119303492KB,0.0,fim_semana,2.0,1.78,0.3,0.73,0.73,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000120237616VJ,0.0,fim_semana,3.0,3.2,0.41,-0.49,-0.49,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000123648159KR,0.0,fim_semana,2.0,0.77,0.3,4.1,4.1,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000125379984SH,1.0,fim_semana,7.0,4.13,2.39,1.2,1.2,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000125701614SQ,,fim_semana,3.0,7.29,2.34,-1.83,-1.83,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000201038711LS,,fim_semana,0.0,1.64,0.82,-2.0,-2.0,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000201936109ME,0.0,fim_semana,0.0,0.0,0.3,-0.0,-0.0,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000203419117SJ,,fim_semana,0.0,0.01,0.3,-0.05,-0.05,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000203886452WB,,fim_semana,0.0,0.04,0.3,-0.14,-0.14,normal,abaixo,alta,15,histórico fim_semana,2.5
