CPE,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000077348081AG,,dia_util,28.41,17.64,5.15,2.09,2.09,desvio,acima,alta,43,histórico dia_util,2.0
PT0002000077394934QY,0.0,dia_util,22.11,19.99,2.0,1.06,1.06,normal,acima,alta,43,histórico dia_util,2.0
PT0002000077647404EM,1.0,dia_util,8.77,9.36,2.77,-0.21,-0.21,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000078140706BA,,dia_util,5.88,9.46,3.45,-1.04,-1.04,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000078207354XC,1.0,dia_util,4.44,3.57,0.97,0.9,0.9,normal,acima,alta,43,histórico dia_util,2.0
PT0002000078233981HJ,1.0,dia_util,3.18,3.5,0.7,-0.46,-0.46,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000078294957RQ,0.0,dia_util,5.77,5.78,1.25,-0.01,-0.01,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000078441876HB,0.0,dia_util,279.83,233.0,29.38,1.59,1.59,normal,acima,alta,43,histórico dia_util,2.0
PT0002000079469719HF,,dia_util,26.65,32.22,3.22,-1.73,-1.73,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000081344542CP,1.0,dia_util,2.11,3.96,0.84,-2.19,-2.19,desvio,abaixo,alta,43,histórico dia_util,2.0
PT0002000081997398TD,0.0,dia_util,40.66,26.11,4.02,3.62,3.62,desvio,acima,alta,43,histórico dia_util,2.0
PT0002000082549706RH,0.0,dia_util,5.41,5.98,0.78,-0.74,-0.74,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000100113293JT,0.0,dia_util,37.02,38.8,3.88,-0.46,-0.46,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000101964938LF,0.0,dia_util,5.3,5.11,0.52,0.37,0.37,normal,acima,alta,43,histórico dia_util,2.0
PT0002000102936404ME,1.0,dia_util,4.09,4.89,0.49,-1.63,-1.63,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000103647515BL,,dia_util,0.21,0.24,0.3,-0.11,-0.11,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000105483259QH,1.0,dia_util,0.17,0.46,0.3,-0.99,-0.99,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000106102375RC,,dia_util,16.28,10.34,1.54,3.85,3.85,desvio,acima,alta,43,histórico dia_util,2.0
PT0002000107046231FW,0.0,dia_util,4.26,3.59,0.76,0.88,0.88,normal,acima,alta,43,histórico dia_util,2.0
PT0002000107172384HT,1.0,dia_util,7.77,5.38,1.47,1.63,1.63,normal,acima,alta,43,histórico dia_util,2.0
PT0002000109837807PE,1.0,dia_util,6.61,5.5,1.23,0.91,0.91,normal,acima,alta,43,histórico dia_util,2.0
PT0002000110090564GD,1.0,dia_util,2.97,5.18,1.01,-2.19,-2.19,desvio,abaixo,alta,43,histórico dia_util,2.0
PT0002000110607652SB,0.0,dia_util,8.88,5.03,1.64,2.34,2.34,desvio,acima,alta,43,histórico dia_util,2.0
PT0002000110814293YC,,dia_util,8.92,5.84,0.77,3.97,3.97,desvio,acima,alta,43,histórico dia_util,2.0
PT0002000111572054VT,,dia_util,3.33,2.82,0.99,0.52,0.52,normal,acima,alta,43,histórico dia_util,2.0
PT0002000112989585PH,0.0,dia_util,11.92,12.1,4.73,-0.04,-0.04,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000114613364CC,,dia_util,61.82,52.89,8.98,0.99,0.99,normal,acima,alta,43,histórico dia_util,2.0
PT0002000114685657JR,0.0,dia_util,64.75,62.93,6.29,0.29,0.29,normal,acima,alta,43,histórico dia_util,2.0
PT0002000115031201VQ,0.0,dia_util,7.84,7.51,2.67,0.12,0.12,normal,acima,alta,43,histórico dia_util,2.0
PT0002000115673389QK,0.0,dia_util,19.8,14.12,3.13,1.82,1.82,normal,acima,alta,43,histórico dia_util,2.0
PT0002000115673471CB,0.0,dia_util,12.36,11.03,2.46,0.54,0.54,normal,acima,alta,43,histórico dia_util,2.0
PT0002000115700602GW,0.0,dia_util,9.42,10.24,1.41,-0.58,-0.58,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000116530964LH,,dia_util,51.02,47.35,9.79,0.38,0.38,normal,acima,alta,43,histórico dia_util,2.0
PT0002000119303492KB,0.0,dia_util,7.89,5.92,1.24,1.59,1.59,normal,acima,alta,43,histórico dia_util,2.0
PT0002000120237616VJ,0.0,dia_util,7.82,8.18,0.82,-0.43,-0.43,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000123648159KR,0.0,dia_util,4.62,4.48,0.82,0.17,0.17,normal,acima,alta,43,histórico dia_util,2.0
PT0002000125379984SH,1.0,dia_util,3.38,4.72,1.49,-0.9,-0.9,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000125701614SQ,,dia_util,14.78,13.59,2.24,0.53,0.53,normal,acima,alta,43,histórico dia_util,2.0
PT0002000201038711LS,,dia_util,7.47,6.41,1.53,0.69,0.69,normal,acima,alta,43,histórico dia_util,2.0
PT0002000201936109ME,0.0,dia_util,0.74,0.19,0.4,1.38,1.38,normal,acima,alta,43,histórico dia_util,2.0
PT0002000203419117SJ,,dia_util,0.0,0.0,0.3,0.0,0.0,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000203886452WB,,dia_util,0.0,0.0,0.3,-0.0,-0.0,normal,abaixo,alta,43,histórico dia_util,2.0
