CPE,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000033074862LZ,0.0,dia_util,3.0,8.64,1.11,-5.09,-5.09,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000068855003AK,,dia_util,2.0,6.94,1.66,-2.98,-2.98,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000068856267NC,,dia_util,7.0,16.04,2.9,-3.12,-3.12,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000068856655YV,0.0,dia_util,1.0,1.44,0.35,-1.28,-1.28,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000068856781NM,0.0,dia_util,25.0,26.84,2.68,-0.68,-0.68,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000068856826ZG,,dia_util,14.0,31.23,10.07,-1.71,-1.71,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000068856872QG,1.0,dia_util,0.0,0.13,0.3,-0.42,-0.42,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000068856906VS,0.0,dia_util,6.0,6.86,1.63,-0.53,-0.53,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000068856952LS,2.0,dia_util,0.0,0.38,0.43,-0.88,-0.88,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000068856974CZ,,dia_util,3.0,5.36,0.9,-2.63,-2.63,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000068857099AR,1.0,dia_util,4.0,3.74,0.48,0.54,0.54,normal,acima,alta,40,histórico dia_util,2.0
PT0002000068857897ZV,0.0,dia_util,6.0,13.72,2.8,-2.75,-2.75,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000068857909SY,1.0,dia_util,2.0,4.22,1.43,-1.56,-1.56,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000068858231YY,,dia_util,7.0,17.66,3.69,-2.89,-2.89,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000068858674WN,,dia_util,0.0,11.65,3.36,-3.46,-3.46,desvio,abaixo,alta,40,histórico dia_util,2.0
