CPE,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000033074862LZ,0.0,fim_semana,3.0,3.07,0.31,-0.22,-0.22,normal,abaixo,alta,16,histórico fim_semana,2.5
PT0002000068856267NC,,fim_semana,8.0,8.92,2.12,-0.43,-0.43,normal,abaixo,alta,16,histórico fim_semana,2.5
PT0002000068856655YV,0.0,fim_semana,1.0,0.59,0.3,1.38,1.38,normal,acima,alta,16,histórico fim_semana,2.5
PT0002000068856781NM,0.0,fim_semana,25.0,24.6,2.46,0.16,0.16,normal,acima,alta,16,histórico fim_semana,2.5
PT0002000068856872QG,1.0,fim_semana,0.0,0.2,0.3,-0.67,-0.67,normal,abaixo,alta,16,histórico fim_semana,2.5
PT0002000068856952LS,2.0,fim_semana,0.0,0.3,0.44,-0.68,-0.68,normal,abaixo,alta,16,histórico fim_semana,2.5
PT0002000068856974CZ,,fim_semana,3.0,3.0,0.3,-0.01,-0.01,normal,abaixo,alta,16,histórico fim_semana,2.5
PT0002000068857099AR,1.0,fim_semana,4.0,3.45,0.65,0.83,0.83,normal,acima,alta,16,histórico fim_semana,2.5
PT0002000068857897ZV,0.0,fim_semana,7.0,7.46,1.03,-0.44,-0.44,normal,abaixo,alta,16,histórico fim_semana,2.5
PT0002000068857909SY,1.0,fim_semana,1.0,3.31,1.71,-1.35,-1.35,normal,abaixo,alta,16,histórico fim_semana,2.5
PT0002000068858231YY,,fim_semana,6.0,7.97,4.89,-0.4,-0.4,normal,abaixo,alta,16,histórico fim_semana,2.5
PT0002000068858674WN,,fim_semana,4.0,3.61,0.36,1.08,1.08,normal,acima,alta,16,histórico fim_semana,2.5
PT0002000068859187RL,0.0,fim_semana,7.0,2.78,0.8,5.28,5.28,desvio,acima,alta,16,histórico fim_semana,2.5
PT0002000068859325FL,1.0,fim_semana,12.0,23.12,13.59,-0.82,-0.82,normal,abaixo,alta,16,histórico fim_semana,2.5
PT0002000068859382XF,0.0,fim_semana,10.0,10.46,1.05,-0.44,-0.44,normal,abaixo,alta,16,histórico fim_semana,2.5
PT0002000068859393XH,1.0,fim_semana,9.0,21.76,4.82,-2.65,-2.65,desvio,abaixo,alta,16,histórico fim_semana,2.5
PT0002000068859597LS,0.0,fim_semana,13.0,12.5,1.55,0.32,0.32,normal,acima,alta,16,histórico fim_semana,2.5
PT0002000071896778MT,0.0,fim_semana,1.0,1.34,0.85,-0.4,-0.4,normal,abaixo,alta,16,histórico fim_semana,2.5
PT0002000073231742VK,0.0,fim_semana,4.0,2.98,0.3,3.4,3.4,desvio,acima,alta,16,histórico fim_semana,2.5
