CPE,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000068859187RL,0.0,dia_util,9.43,8.55,1.59,0.55,0.55,normal,acima,alta,43,histórico dia_util,2.0
PT0002000068859325FL,1.0,dia_util,19.33,21.75,6.1,-0.4,-0.4,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000068859382XF,0.0,dia_util,25.96,24.87,5.33,0.2,0.2,normal,acima,alta,43,histórico dia_util,2.0
PT0002000068859393XH,1.0,dia_util,24.51,27.59,5.23,-0.59,-0.59,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000068859597LS,0.0,dia_util,30.5,26.69,7.05,0.54,0.54,normal,acima,alta,43,histórico dia_util,2.0
PT0002000071896778MT,0.0,dia_util,4.97,11.66,8.38,-0.8,-0.8,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000073231742VK,0.0,dia_util,5.72,5.5,0.82,0.27,0.27,normal,acima,alta,43,histórico dia_util,2.0
PT0002000073481266XH,0.0,dia_util,5.35,5.31,0.53,0.08,0.08,normal,acima,alta,43,histórico dia_util,2.0
PT0002000073573036KH,,dia_util,52.33,47.93,4.79,0.92,0.92,normal,acima,alta,43,histórico dia_util,2.0
PT0002000073717386HC,,dia_util,6.02,4.65,1.39,0.99,0.99,normal,acima,alta,43,histórico dia_util,2.0
PT0002000073720434JD,,dia_util,24.22,12.79,6.27,1.82,1.82,normal,acima,alta,43,histórico dia_util,2.0
PT0002000075637532JB,0.0,dia_util,5.11,5.34,1.25,-0.18,-0.18,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000077348081AG,,dia_util,23.24,17.76,5.34,1.03,1.03,normal,acima,alta,43,histórico dia_util,2.0
PT0002000077394934QY,0.0,dia_util,23.54,19.96,2.0,1.8,1.8,normal,acima,alta,43,histórico dia_util,2.0
PT0002000077647404EM,1.0,dia_util,10.8,9.32,2.76,0.54,0.54,normal,acima,alta,43,histórico dia_util,2.0
PT0002000078140706BA,,dia_util,6.55,9.45,3.46,-0.84,-0.84,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000078207354XC,1.0,dia_util,4.43,3.57,0.97,0.88,0.88,normal,acima,alta,43,histórico dia_util,2.0
PT0002000078233981HJ,1.0,dia_util,4.92,3.46,0.66,2.19,2.19,desvio,acima,alta,43,histórico dia_util,2.0
PT0002000078294957RQ,0.0,dia_util,5.92,5.77,1.25,0.11,0.11,normal,acima,alta,43,histórico dia_util,2.0
PT0002000078441876HB,0.0,dia_util,296.36,232.62,28.63,2.23,2.23,desvio,acima,alta,43,histórico dia_util,2.0
PT0002000079469719HF,,dia_util,32.38,32.08,3.21,0.09,0.09,normal,acima,alta,43,histórico dia_util,2.0
PT0002000081344542CP,1.0,dia_util,2.49,3.95,0.86,-1.7,-1.7,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000081997398TD,0.0,dia_util,32.33,26.3,4.5,1.34,1.34,normal,acima,alta,43,histórico dia_util,2.0
PT0002000082549706RH,0.0,dia_util,5.21,5.99,0.77,-1.01,-1.01,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000100113293JT,0.0,dia_util,38.58,38.76,3.88,-0.05,-0.05,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000101964938LF,0.0,dia_util,5.42,5.11,0.52,0.6,0.6,normal,acima,alta,43,histórico dia_util,2.0
PT0002000102936404ME,1.0,dia_util,4.07,4.89,0.49,-1.67,-1.67,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000103647515BL,,dia_util,0.2,0.24,0.3,-0.14,-0.14,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000105483259QH,1.0,dia_util,0.15,0.46,0.3,-1.06,-1.06,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000106102375RC,,dia_util,11.27,10.46,1.78,0.46,0.46,normal,acima,alta,43,histórico dia_util,2.0
PT0002000107046231FW,0.0,dia_util,5.22,3.57,0.72,2.27,2.27,desvio,acima,alta,43,histórico dia_util,2.0
PT0002000107172384HT,1.0,dia_util,7.28,5.39,1.48,1.28,1.28,normal,acima,alta,43,histórico dia_util,2.0
PT0002000109837807PE,1.0,dia_util,6.17,5.51,1.24,0.53,0.53,normal,acima,alta,43,histórico dia_util,2.0
PT0002000110090564GD,1.0,dia_util,5.94,5.11,1.06,0.78,0.78,normal,acima,alta,43,histórico dia_util,2.0
PT0002000110607652SB,0.0,dia_util,9.79,5.01,1.59,3.02,3.02,desvio,acima,alta,43,histórico dia_util,2.0
PT0002000110814293YC,,dia_util,8.74,5.85,0.79,3.66,3.66,desvio,acima,alta,43,histórico dia_util,2.0
PT0002000111572054VT,,dia_util,4.1,2.8,0.97,1.34,1.34,normal,acima,alta,43,histórico dia_util,2.0
PT0002000112989585PH,0.0,dia_util,16.92,11.98,4.67,1.06,1.06,normal,acima,alta,43,histórico dia_util,2.0
PT0002000114613364CC,,dia_util,66.18,52.78,8.85,1.51,1.51,normal,acima,alta,43,histórico dia_util,2.0
PT0002000114685657JR,0.0,dia_util,62.22,62.99,6.3,-0.12,-0.12,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000115031201VQ,0.0,dia_util,5.47,7.57,2.66,-0.79,-0.79,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000115673389QK,0.0,dia_util,24.14,14.02,2.85,3.54,3.54,desvio,acima,alta,43,histórico dia_util,2.0
PT0002000115673471CB,0.0,dia_util,12.74,11.02,2.45,0.7,0.7,normal,acima,alta,43,histórico dia_util,2.0
PT0002000115700602GW,0.0,dia_util,9.53,10.24,1.42,-0.5,-0.5,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000116530964LH,,dia_util,50.26,47.36,9.79,0.3,0.3,normal,acima,alta,43,histórico dia_util,2.0
PT0002000119303492KB,0.0,dia_util,10.35,5.86,1.08,4.17,4.17,desvio,acima,alta,43,histórico dia_util,2.0
PT0002000120237616VJ,0.0,dia_util,8.1,8.17,0.82,-0.08,-0.08,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000123648159KR,0.0,dia_util,5.43,4.46,0.8,1.2,1.2,normal,acima,alta,43,histórico dia_util,2.0
PT0002000125379984SH,1.0,dia_util,3.65,4.72,1.5,-0.72,-0.72,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000125701614SQ,,dia_util,11.28,13.67,2.21,-1.08,-1.08,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000201038711LS,,dia_util,10.55,6.34,1.4,3.01,3.01,desvio,acima,alta,43,histórico dia_util,2.0
PT0002000201936109ME,0.0,dia_util,0.0,0.2,0.41,-0.5,-0.5,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000203419117SJ,,dia_util,0.0,0.0,0.3,0.0,0.0,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000203886452WB,,dia_util,0.0,0.0,0.3,-0.0,-0.0,normal,abaixo,alta,43,histórico dia_util,2.0
