CPE,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000077647404EM,1.0,dia_util,22.0,9.29,3.37,3.77,3.77,desvio,acima,alta,40,histórico dia_util,2.0
PT0002000078140706BA,,dia_util,9.0,8.63,3.22,0.11,0.11,normal,acima,alta,40,histórico dia_util,2.0
PT0002000078207354XC,1.0,dia_util,2.0,3.65,1.0,-1.65,-1.65,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000078233981HJ,1.0,dia_util,1.0,3.15,1.13,-1.91,-1.91,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000078294957RQ,0.0,dia_util,3.0,5.87,0.98,-2.94,-2.94,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000078441876HB,0.0,dia_util,153.0,243.72,29.01,-3.13,-3.13,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000079469719HF,,dia_util,25.0,28.26,2.83,-1.15,-1.15,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000081344542CP,1.0,dia_util,2.0,2.73,1.49,-0.49,-0.49,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000081997398TD,0.0,dia_util,18.0,29.26,5.48,-2.06,-2.06,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000082549706RH,0.0,dia_util,24.0,12.47,7.0,1.65,1.65,normal,acima,alta,40,histórico dia_util,2.0
PT0002000100113293JT,0.0,dia_util,37.0,38.01,3.8,-0.27,-0.27,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000101964938LF,0.0,dia_util,3.0,5.53,1.18,-2.15,-2.15,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000102936404ME,1.0,dia_util,8.0,4.81,1.11,2.87,2.87,desvio,acima,alta,40,histórico dia_util,2.0
PT0002000103647515BL,,dia_util,1.0,0.17,0.3,2.75,2.75,desvio,acima,alta,40,histórico dia_util,2.0
PT0002000105483259QH,1.0,dia_util,0.0,0.27,0.3,-0.91,-0.91,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000106102375RC,,dia_util,11.0,11.42,2.41,-0.17,-0.17,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000107046231FW,0.0,dia_util,3.0,3.73,1.0,-0.73,-0.73,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000107172384HT,1.0,dia_util,7.0,6.4,1.66,0.36,0.36,normal,acima,alta,40,histórico dia_util,2.0
PT0002000109837807PE,1.0,dia_util,2.0,5.19,1.79,-1.78,-1.78,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000110090564GD,1.0,dia_util,1.0,4.25,1.12,-2.9,-2.9,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000110607652SB,0.0,dia_util,4.0,6.49,2.17,-1.15,-1.15,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000110814293YC,,dia_util,11.0,6.75,1.58,2.7,2.7,desvio,acima,alta,40,histórico dia_util,2.0
PT0002000111572054VT,,dia_util,8.0,3.1,1.11,4.43,4.43,desvio,acima,alta,40,histórico dia_util,2.0
PT0002000112989585PH,0.0,dia_util,22.0,14.47,5.15,1.46,1.46,normal,acima,alta,40,histórico dia_util,2.0
PT0002000114613364CC,,dia_util,29.0,52.71,7.62,-3.11,-3.11,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000114685657JR,0.0,dia_util,45.0,60.96,6.1,-2.62,-2.62,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000115031201VQ,0.0,dia_util,2.0,5.81,1.3,-2.93,-2.93,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000115673389QK,0.0,dia_util,6.0,16.37,3.77,-2.75,-2.75,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000115673471CB,0.0,dia_util,4.0,11.64,1.6,-4.79,-4.79,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000115700602GW,0.0,dia_util,3.0,9.42,1.42,-4.52,-4.52,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000116530964LH,,dia_util,22.0,45.5,8.49,-2.77,-2.77,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000119303492KB,0.0,dia_util,1.0,6.69,1.79,-3.17,-3.17,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000120237616VJ,0.0,dia_util,3.0,7.84,0.92,-5.26,-5.26,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000123648159KR,0.0,dia_util,1.0,4.54,0.96,-3.71,-3.71,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000125379984SH,1.0,dia_util,5.0,3.93,1.31,0.81,0.81,normal,acima,alta,40,histórico dia_util,2.0
PT0002000125701614SQ,,dia_util,4.0,10.94,3.07,-2.26,-2.26,desvio,abaixo,alta,40,histórico dia_util,2.0
PT0002000201038711LS,,dia_util,11.0,5.86,1.96,2.62,2.62,desvio,acima,alta,40,histórico dia_util,2.0
PT0002000201936109ME,0.0,dia_util,0.0,0.14,0.34,-0.41,-0.41,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000203419117SJ,,dia_util,0.0,0.0,0.3,0.0,0.0,normal,abaixo,alta,40,histórico dia_util,2.0
PT0002000203886452WB,,dia_util,0.0,0.0,0.3,-0.0,-0.0,normal,abaixo,alta,40,histórico dia_util,2.0
