CPE,hora,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000033074862LZ,0,0.0,fim_semana,12.0,12.5,1.25,-0.4,-0.4,normal,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,1,0.0,fim_semana,12.0,12.5,1.25,-0.4,-0.4,normal,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,2,0.0,fim_semana,12.0,12.5,1.25,-0.4,-0.4,normal,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,3,0.0,fim_semana,13.0,12.5,1.25,0.4,0.4,normal,acima,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,4,0.0,fim_semana,12.0,12.5,1.25,-0.4,-0.4,normal,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,5,0.0,fim_semana,12.0,13.0,1.3,-0.77,-0.77,normal,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,6,0.0,fim_semana,13.0,12.5,1.25,0.4,0.4,normal,acima,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,7,0.0,fim_semana,12.0,31.5,6.36,-3.06,-3.06,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,8,0.0,fim_semana,11.0,48.0,4.8,-7.71,-7.71,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,9,0.0,fim_semana,10.0,51.0,5.1,-8.04,-8.04,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,10,0.0,fim_semana,11.0,51.0,5.1,-7.84,-7.84,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,11,0.0,fim_semana,10.0,51.5,10.61,-3.91,-3.91,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,12,0.0,fim_semana,10.0,57.0,5.7,-8.25,-8.25,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,13,0.0,fim_semana,10.0,43.5,7.78,-4.31,-4.31,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,14,0.0,fim_semana,10.0,37.5,10.61,-2.59,-2.59,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,15,0.0,fim_semana,10.0,25.5,2.55,-6.08,-6.08,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,16,0.0,fim_semana,11.0,25.0,2.5,-5.6,-5.6,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,17,0.0,fim_semana,12.0,28.5,3.54,-4.67,-4.67,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,18,0.0,fim_semana,13.0,20.5,2.05,-3.66,-3.66,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,19,0.0,fim_semana,13.0,14.0,1.4,-0.71,-0.71,normal,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,20,0.0,fim_semana,13.0,13.5,1.35,-0.37,-0.37,normal,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000033074862LZ,21,0.0,fim_semana,13.0,11.67,2.52,0.53,0.53,normal,acima,baixa,3,fallback (60d recentes),2.5
PT0002000033074862LZ,22,0.0,fim_semana,12.0,12.33,1.23,-0.27,-0.27,normal,abaixo,baixa,3,fallback (60d recentes),2.5
PT0002000033074862LZ,23,0.0,fim_semana,12.0,13.0,1.3,-0.77,-0.77,normal,abaixo,baixa,3,fallback (60d recentes),2.5
PT0002000068855003AK,0,,fim_semana,19.0,30.5,3.05,-3.77,-3.77,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000068855003AK,1,,fim_semana,17.0,31.0,3.1,-4.52,-4.52,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000068855003AK,2,,fim_semana,17.0,31.0,4.24,-3.3,-3.3,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000068855003AK,3,,fim_semana,19.0,26.5,6.36,-1.18,-1.18,normal,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000068855003AK,4,,fim_semana,20.0,25.5,4.95,-1.11,-1.11,normal,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000068855003AK,5,,fim_semana,18.0,21.0,4.24,-0.71,-0.71,normal,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000068855003AK,6,,fim_semana,19.0,19.0,1.9,0.0,0.0,normal,abaixo,baixa,2,fallback (60d recentes),2.5
PT0002000068855003AK,7,,fim_semana,19.0,26.5,2.65,-2.83,-2.83,desvio,abaixo,baixa,2,fallback (60d recentes),2.5
