CPE,hora,consumo_real,veredicto,data
I21JC029147H,10,0.0,normal,2026-05-03
I21JC029147H,11,0.0,normal,2026-05-03
I21JC029147H,12,0.0,normal,2026-05-03
I21JC029147H,13,0.0,normal,2026-05-03
I21JC029147H,14,0.0,normal,2026-05-03
I21JC029147H,15,0.0,normal,2026-05-03
I21JC029147H,16,0.0,normal,2026-05-03
I21JC029147H,17,0.0,normal,2026-05-03
I21JC029147H,18,0.0,normal,2026-05-03
I21JC029147H,19,0.0,normal,2026-05-03
I21JC029147H,20,0.0,normal,2026-05-03
I21JC029147H,21,0.0,normal,2026-05-03
I21JC029147H,22,0.0,normal,2026-05-03
I21JC029147H,23,0.0,normal,2026-05-03
I21JC029148I,0,0.004,normal,2026-05-03
I21JC029148I,1,0.007,normal,2026-05-03
I21JC029148I,2,0.006,normal,2026-05-03
I21JC029148I,3,0.006,normal,2026-05-03
I21JC029148I,4,0.004,normal,2026-05-03
I21JC029148I,5,0.003,normal,2026-05-03
I21JC029148I,6,0.009,normal,2026-05-03
I21JC029148I,7,0.005,normal,2026-05-03
I21JC029148I,8,0.063,normal,2026-05-03
I21JC029148I,10,0.046,normal,2026-05-03
I21JC029148I,11,0.85,normal,2026-05-03
I21JC029148I,12,0.65,normal,2026-05-03
I21JC029148I,13,0.546,normal,2026-05-03
I21JC029148I,14,0.438,normal,2026-05-03
I21JC029148I,15,0.083,normal,2026-05-03
I21JC029148I,16,0.12,normal,2026-05-03
I21JC029148I,17,0.564,normal,2026-05-03
I21JC029148I,18,0.099,normal,2026-05-03
I21JC029148I,19,0.823,normal,2026-05-03
I21JC029148I,20,0.225,normal,2026-05-03
I21JC029148I,21,0.308,normal,2026-05-03
I21JC029148I,22,0.208,normal,2026-05-03
I21JC029148I,23,0.804,normal,2026-05-03
I21JC029153F,0,0.0,normal,2026-05-03
I21JC029153F,1,0.0,normal,2026-05-03
I21JC029153F,2,0.0,normal,2026-05-03
I21JC029153F,3,0.0,normal,2026-05-03
I21JC029153F,4,0.0,normal,2026-05-03
I21JC029153F,5,0.0,normal,2026-05-03
I21JC029153F,6,0.661,normal,2026-05-03
I21JC029153F,7,0.0,normal,2026-05-03
I21JC029153F,8,0.371,normal,2026-05-03
I21JC029153F,9,0.0,normal,2026-05-03
I21JC029153F,10,0.0,normal,2026-05-03
I21JC029153F,11,0.0,normal,2026-05-03
I21JC029153F,12,0.0,normal,2026-05-03
I21JC029153F,13,0.0,normal,2026-05-03
I21JC029153F,14,0.0,normal,2026-05-03
I21JC029153F,15,0.0,normal,2026-05-03
I21JC029153F,16,0.0,normal,2026-05-03
I21JC029153F,17,0.0,normal,2026-05-03
I21JC029153F,18,0.0,normal,2026-05-03
I21JC029153F,19,0.0,normal,2026-05-03
I21JC029153F,20,0.0,normal,2026-05-03
I21JC029153F,21,0.0,normal,2026-05-03
I21JC029153F,22,1.865,normal,2026-05-03
I21JC029153F,23,1.216,normal,2026-05-03
I21JC029154G,0,0.0,normal,2026-05-03
I21JC029154G,1,0.0,normal,2026-05-03
I21JC029154G,2,0.0,normal,2026-05-03
I21JC029154G,3,0.0,normal,2026-05-03
I21JC029154G,4,0.0,normal,2026-05-03
I21JC029154G,5,0.0,normal,2026-05-03
I21JC029154G,6,0.0,normal,2026-05-03
I21JC029154G,7,0.0,normal,2026-05-03
I21JC029154G,8,0.0,normal,2026-05-03
I21JC029154G,9,0.0,normal,2026-05-03
I21JC029154G,10,0.0,normal,2026-05-03
I21JC029154G,11,0.0,normal,2026-05-03
I21JC029154G,12,0.0,normal,2026-05-03
I21JC029154G,13,0.0,normal,2026-05-03
I21JC029154G,14,0.0,normal,2026-05-03
I21JC029154G,15,0.0,normal,2026-05-03
I21JC029154G,16,0.0,normal,2026-05-03
I21JC029154G,17,0.0,normal,2026-05-03
I21JC029154G,18,0.0,normal,2026-05-03
I21JC029154G,19,0.0,normal,2026-05-03
I21JC029154G,20,0.0,normal,2026-05-03
I21JC029154G,21,0.0,normal,2026-05-03
I21JC029154G,22,0.0,normal,2026-05-03
I21JC029154G,23,0.0,normal,2026-05-03
I21JC029164I,0,0.0,normal,2026-05-03
I21JC029164I,1,0.0,normal,2026-05-03
I21JC029164I,2,0.0,normal,2026-05-03
I21JC029164I,3,0.0,normal,2026-05-03
I21JC029164I,4,0.0,normal,2026-05-03
I21JC029164I,5,0.0,normal,2026-05-03
I21JC029164I,6,0.0,normal,2026-05-03
I21JC029164I,7,0.0,normal,2026-05-03
I21JC029164I,8,0.0,normal,2026-05-03
I21JC029164I,9,0.0,normal,2026-05-03
I21JC029164I,10,0.0,normal,2026-05-03
I21JC029164I,11,0.0,normal,2026-05-03
I21JC029164I,12,0.0,normal,2026-05-03
I21JC029164I,13,0.0,normal,2026-05-03
I21JC029164I,14,0.0,normal,2026-05-03
I21JC029164I,15,0.0,normal,2026-05-03
I21JC029164I,16,0.0,normal,2026-05-03
I21JC029164I,17,0.0,normal,2026-05-03
I21JC029164I,18,0.0,normal,2026-05-03
I21JC029164I,19,0.0,normal,2026-05-03
I21JC029164I,20,0.0,normal,2026-05-03
I21JC029164I,21,0.0,normal,2026-05-03
I21JC029164I,22,0.0,normal,2026-05-03
I21JC029164I,23,0.0,normal,2026-05-03
I21JC029165J,0,1.751,normal,2026-05-03
I21JC029165J,1,0.198,normal,2026-05-03
I21JC029165J,2,0.198,normal,2026-05-03
I21JC029165J,3,0.2,normal,2026-05-03
I21JC029165J,4,0.2,normal,2026-05-03
I21JC029165J,5,0.201,normal,2026-05-03
I21JC029165J,6,0.896,normal,2026-05-03
I21JC029165J,7,0.202,normal,2026-05-03
I21JC029165J,8,0.203,normal,2026-05-03
I21JC029165J,9,0.202,normal,2026-05-03
I21JC029165J,10,0.199,normal,2026-05-03
I21JC029165J,11,0.196,normal,2026-05-03
I21JC029165J,12,0.193,normal,2026-05-03
I21JC029165J,13,0.194,normal,2026-05-03
I21JC029165J,14,0.389,normal,2026-05-03
I21JC029165J,15,0.195,normal,2026-05-03
I21JC029165J,16,0.195,normal,2026-05-03
I21JC029165J,18,0.196,normal,2026-05-03
I21JC029165J,19,0.195,normal,2026-05-03
I21JC029165J,20,0.195,normal,2026-05-03
I21JC029165J,21,0.194,normal,2026-05-03
I21JC029165J,22,1.051,normal,2026-05-03
I21JC029165J,23,1.761,normal,2026-05-03
I21JC029166K,0,0.006,normal,2026-05-03
I21JC029166K,1,0.006,normal,2026-05-03
I21JC029166K,2,0.005,normal,2026-05-03
I21JC029166K,3,0.003,normal,2026-05-03
I21JC029166K,4,0.005,normal,2026-05-03
I21JC029166K,5,0.004,normal,2026-05-03
I21JC029166K,6,0.004,normal,2026-05-03
I21JC029166K,7,0.005,normal,2026-05-03
I21JC029166K,8,0.006,normal,2026-05-03
I21JC029166K,9,0.76,normal,2026-05-03
I21JC029166K,10,0.966,normal,2026-05-03
I21JC029166K,11,0.008,normal,2026-05-03
I21JC029166K,12,0.007,normal,2026-05-03
I21JC029166K,13,0.008,normal,2026-05-03
I21JC029166K,14,0.007,normal,2026-05-03
I21JC029166K,15,0.007,normal,2026-05-03
I21JC029166K,16,0.007,normal,2026-05-03
I21JC029166K,17,0.007,normal,2026-05-03
I21JC029166K,18,0.006,normal,2026-05-03
I21JC029166K,19,0.007,normal,2026-05-03
I21JC029166K,20,0.007,normal,2026-05-03
I21JC029166K,21,0.008,normal,2026-05-03
I21JC029166K,22,0.007,normal,2026-05-03
I21JC029166K,23,0.006,normal,2026-05-03
I21JC029167L,1,0.0,normal,2026-05-03
I21JC029167L,2,0.0,normal,2026-05-03
I21JC029167L,3,0.0,normal,2026-05-03
I21JC029167L,4,0.0,normal,2026-05-03
I21JC029167L,5,0.0,normal,2026-05-03
I21JC029167L,6,0.0,normal,2026-05-03
I21JC029167L,7,0.0,normal,2026-05-03
I21JC029167L,8,0.0,normal,2026-05-03
I21JC029167L,9,0.0,normal,2026-05-03
I21JC029167L,10,0.0,normal,2026-05-03
I21JC029167L,11,0.0,normal,2026-05-03
I21JC029167L,12,0.0,normal,2026-05-03
I21JC029167L,13,0.0,normal,2026-05-03
I21JC029167L,14,0.0,normal,2026-05-03
I21JC029167L,15,0.0,normal,2026-05-03
I21JC029167L,16,0.0,normal,2026-05-03
I21JC029167L,17,0.0,normal,2026-05-03
I21JC029167L,18,0.0,normal,2026-05-03
I21JC029167L,19,0.0,normal,2026-05-03
I21JC029167L,21,0.0,normal,2026-05-03
I21JC029167L,22,0.0,normal,2026-05-03
I21JC029167L,23,0.0,normal,2026-05-03
I21JC029323F,0,0.169,normal,2026-05-03
I21JC029323F,1,0.16,normal,2026-05-03
I21JC029323F,2,0.054,normal,2026-05-03
I21JC029323F,3,0.013,normal,2026-05-03
I21JC029323F,4,0.051,normal,2026-05-03
I21JC029323F,5,0.095,normal,2026-05-03
I21JC029323F,6,0.074,normal,2026-05-03
I21JC029323F,7,0.125,normal,2026-05-03
I21JC029323F,8,0.216,normal,2026-05-03
I21JC029323F,9,0.432,normal,2026-05-03
I21JC029323F,10,0.397,normal,2026-05-03
I21JC029323F,11,0.463,normal,2026-05-03
I21JC029323F,12,0.377,normal,2026-05-03
I21JC029323F,13,0.404,normal,2026-05-03
I21JC029323F,14,0.529,normal,2026-05-03
I21JC029323F,15,0.301,normal,2026-05-03
I21JC029323F,16,0.374,normal,2026-05-03
I21JC029323F,17,0.387,normal,2026-05-03
I21JC029323F,18,0.144,normal,2026-05-03
I21JC029323F,19,0.881,normal,2026-05-03
I21JC029323F,20,0.747,normal,2026-05-03
I21JC029323F,21,0.762,normal,2026-05-03
I21JC029323F,22,0.335,normal,2026-05-03
I21JC029323F,23,0.491,normal,2026-05-03
I21JC029325H,0,0.026,normal,2026-05-03
I21JC029325H,1,0.035,normal,2026-05-03
I21JC029325H,2,0.023,normal,2026-05-03
I21JC029325H,3,0.026,normal,2026-05-03
I21JC029325H,4,0.023,normal,2026-05-03
I21JC029325H,5,0.017,normal,2026-05-03
I21JC029325H,6,0.031,normal,2026-05-03
I21JC029325H,7,0.032,normal,2026-05-03
I21JC029325H,8,0.102,normal,2026-05-03
I21JC029325H,9,0.144,normal,2026-05-03
I21JC029325H,10,0.055,normal,2026-05-03
I21JC029325H,11,0.087,normal,2026-05-03
I21JC029325H,12,0.171,normal,2026-05-03
I21JC029325H,13,0.16,normal,2026-05-03
I21JC029325H,14,0.075,normal,2026-05-03
I21JC029325H,15,0.18,normal,2026-05-03
I21JC029325H,16,0.152,normal,2026-05-03
I21JC029325H,17,0.064,normal,2026-05-03
I21JC029325H,18,0.163,normal,2026-05-03
I21JC029325H,19,0.233,normal,2026-05-03
I21JC029325H,20,0.245,normal,2026-05-03
I21JC029325H,21,0.081,normal,2026-05-03
I21JC029325H,22,0.108,normal,2026-05-03
I21JC029325H,23,0.024,normal,2026-05-03
I21JC029328K,0,0.055,normal,2026-05-03
I21JC029328K,1,0.055,normal,2026-05-03
I21JC029328K,2,0.054,normal,2026-05-03
I21JC029328K,3,0.055,normal,2026-05-03
I21JC029328K,4,0.054,normal,2026-05-03
I21JC029328K,5,0.054,normal,2026-05-03
I21JC029328K,6,0.055,normal,2026-05-03
I21JC029328K,7,0.056,normal,2026-05-03
I21JC029328K,8,0.057,normal,2026-05-03
I21JC029328K,9,0.058,normal,2026-05-03
I21JC029328K,10,0.06,normal,2026-05-03
I21JC029328K,11,0.06,normal,2026-05-03
I21JC029328K,12,0.061,normal,2026-05-03
I21JC029328K,13,0.059,normal,2026-05-03
I21JC029328K,14,0.059,normal,2026-05-03
I21JC029328K,15,0.059,normal,2026-05-03
I21JC029328K,16,0.058,normal,2026-05-03
I21JC029328K,17,0.059,normal,2026-05-03
I21JC029328K,18,0.058,normal,2026-05-03
I21JC029328K,19,0.058,normal,2026-05-03
I21JC029328K,20,0.059,normal,2026-05-03
I21JC029328K,21,0.059,normal,2026-05-03
I21JC029328K,22,0.059,normal,2026-05-03
I21JC029328K,23,0.058,normal,2026-05-03
I21JC029357P,0,0.0,normal,2026-05-03
I21JC029357P,1,0.0,normal,2026-05-03
I21JC029357P,2,0.0,normal,2026-05-03
I21JC029357P,3,0.0,normal,2026-05-03
I21JC029357P,4,0.0,normal,2026-05-03
I21JC029357P,5,0.0,normal,2026-05-03
I21JC029357P,6,0.0,normal,2026-05-03
I21JC029357P,7,0.0,normal,2026-05-03
I21JC029357P,8,0.0,normal,2026-05-03
I21JC029357P,9,0.0,normal,2026-05-03
I21JC029357P,10,0.0,normal,2026-05-03
I21JC029357P,11,0.0,normal,2026-05-03
I21JC029357P,12,0.0,normal,2026-05-03
I21JC029357P,13,0.0,normal,2026-05-03
I21JC029357P,14,0.0,normal,2026-05-03
I21JC029357P,15,0.0,normal,2026-05-03
I21JC029357P,20,0.0,normal,2026-05-03
I21JC029357P,21,0.0,normal,2026-05-03
I21JC029357P,22,0.0,normal,2026-05-03
I21JC029357P,23,0.0,normal,2026-05-03
I21JC029360K,0,0.0,normal,2026-05-03
I21JC029360K,1,0.0,normal,2026-05-03
I21JC029360K,2,0.0,normal,2026-05-03
I21JC029360K,3,0.0,normal,2026-05-03
I21JC029360K,4,0.0,normal,2026-05-03
I21JC029360K,5,0.0,normal,2026-05-03
I21JC029360K,6,0.0,normal,2026-05-03
I21JC029360K,7,0.0,normal,2026-05-03
I21JC029360K,8,0.0,normal,2026-05-03
I21JC029360K,9,0.0,normal,2026-05-03
I21JC029360K,10,0.0,normal,2026-05-03
I21JC029360K,11,0.0,normal,2026-05-03
I21JC029360K,12,0.0,normal,2026-05-03
I21JC029360K,13,0.0,normal,2026-05-03
I21JC029360K,14,0.0,normal,2026-05-03
I21JC029360K,15,0.0,normal,2026-05-03
I21JC029360K,16,0.0,normal,2026-05-03
I21JC029360K,17,0.0,normal,2026-05-03
I21JC029360K,18,0.0,normal,2026-05-03
I21JC029360K,19,0.0,normal,2026-05-03
I21JC029360K,20,0.0,normal,2026-05-03
I21JC029360K,21,0.0,normal,2026-05-03
I21JC029360K,22,0.0,normal,2026-05-03
I21JC029360K,23,0.0,normal,2026-05-03
I21JC029361L,1,0.381,desvio,2026-05-03
I21JC029361L,2,0.025,normal,2026-05-03
I21JC029361L,3,0.022,normal,2026-05-03
I21JC029361L,4,0.023,normal,2026-05-03
I21JC029361L,5,0.042,normal,2026-05-03
I21JC029361L,6,0.015,normal,2026-05-03
I21JC029361L,7,0.017,normal,2026-05-03
I21JC029361L,8,0.154,normal,2026-05-03
I21JC029361L,9,0.147,normal,2026-05-03
I21JC029361L,10,0.158,normal,2026-05-03
I21JC029361L,11,0.117,normal,2026-05-03
I21JC029361L,12,0.091,normal,2026-05-03
I21JC029361L,13,0.118,normal,2026-05-03
I21JC029361L,14,0.086,normal,2026-05-03
I21JC029361L,15,0.12,normal,2026-05-03
I21JC029361L,16,0.076,normal,2026-05-03
I21JC029361L,17,0.032,normal,2026-05-03
I21JC029361L,18,0.097,normal,2026-05-03
I21JC029361L,19,0.122,normal,2026-05-03
I21JC029361L,20,0.085,normal,2026-05-03
I21JC029361L,21,0.021,normal,2026-05-03
I21JC029361L,22,0.055,normal,2026-05-03
I21JC029361L,23,0.044,normal,2026-05-03
I21JC029405G,0,0.0,normal,2026-05-03
I21JC029405G,1,0.0,normal,2026-05-03
I21JC029405G,2,0.0,normal,2026-05-03
I21JC029405G,3,0.0,normal,2026-05-03
I21JC029405G,4,0.0,normal,2026-05-03
I21JC029405G,5,0.0,normal,2026-05-03
I21JC029405G,6,0.0,normal,2026-05-03
I21JC029405G,7,0.0,normal,2026-05-03
I21JC029405G,8,0.0,normal,2026-05-03
I21JC029405G,9,0.0,normal,2026-05-03
I21JC029405G,10,0.0,normal,2026-05-03
I21JC029405G,11,0.0,normal,2026-05-03
I21JC029405G,12,0.0,normal,2026-05-03
I21JC029405G,13,0.0,normal,2026-05-03
I21JC029405G,14,0.0,normal,2026-05-03
I21JC029405G,15,0.0,normal,2026-05-03
I21JC029405G,16,0.0,normal,2026-05-03
I21JC029405G,17,0.0,normal,2026-05-03
I21JC029405G,18,0.0,normal,2026-05-03
I21JC029405G,19,0.0,normal,2026-05-03
I21JC029405G,20,0.0,normal,2026-05-03
I21JC029405G,21,0.0,normal,2026-05-03
I21JC029405G,22,0.0,normal,2026-05-03
I21JC029405G,23,0.0,normal,2026-05-03
I21JC029424J,0,0.0,normal,2026-05-03
I21JC029424J,1,0.0,normal,2026-05-03
I21JC029424J,2,0.0,normal,2026-05-03
I21JC029424J,3,0.0,normal,2026-05-03
I21JC029424J,4,0.0,normal,2026-05-03
I21JC029424J,5,0.0,normal,2026-05-03
I21JC029424J,6,0.0,normal,2026-05-03
I21JC029424J,7,0.0,normal,2026-05-03
I21JC029424J,8,0.0,normal,2026-05-03
I21JC029424J,9,0.0,normal,2026-05-03
I21JC029424J,10,0.0,normal,2026-05-03
I21JC029424J,11,0.0,normal,2026-05-03
I21JC029424J,12,0.0,normal,2026-05-03
I21JC029424J,13,0.0,normal,2026-05-03
I21JC029424J,14,0.0,normal,2026-05-03
I21JC029424J,15,0.0,normal,2026-05-03
I21JC029424J,16,0.0,normal,2026-05-03
I21JC029424J,17,0.0,normal,2026-05-03
I21JC029424J,18,0.0,normal,2026-05-03
I21JC029424J,19,0.0,normal,2026-05-03
I21JC029424J,20,0.0,normal,2026-05-03
I21JC029429O,0,0.0,normal,2026-05-03
I21JC029429O,1,0.0,normal,2026-05-03
I21JC029429O,2,0.0,normal,2026-05-03
I21JC029429O,3,0.0,normal,2026-05-03
I21JC029429O,4,0.0,normal,2026-05-03
I21JC029429O,5,0.0,normal,2026-05-03
I21JC029429O,6,0.0,normal,2026-05-03
I21JC029429O,7,0.0,normal,2026-05-03
I21JC029429O,8,0.0,normal,2026-05-03
I21JC029429O,9,0.0,normal,2026-05-03
I21JC029429O,10,0.0,normal,2026-05-03
I21JC029429O,11,0.0,normal,2026-05-03
I21JC029429O,12,0.0,normal,2026-05-03
I21JC029429O,13,0.0,normal,2026-05-03
I21JC029429O,14,0.0,normal,2026-05-03
I21JC029429O,15,0.0,normal,2026-05-03
I21JC029429O,16,0.0,normal,2026-05-03
I21JC029429O,17,0.0,normal,2026-05-03
I21JC029429O,18,0.0,normal,2026-05-03
I21JC029429O,19,0.0,normal,2026-05-03
I21JC029429O,20,0.0,normal,2026-05-03
I21JC029429O,21,0.0,normal,2026-05-03
I21JC029429O,22,0.0,normal,2026-05-03
I21JC029429O,23,0.0,normal,2026-05-03
I21JC029445O,0,0.0,normal,2026-05-03
I21JC029445O,1,0.0,normal,2026-05-03
I21JC029445O,2,0.0,normal,2026-05-03
I21JC029445O,3,0.0,normal,2026-05-03
I21JC029445O,4,0.0,normal,2026-05-03
I21JC029445O,5,0.0,normal,2026-05-03
I21JC029445O,6,0.0,normal,2026-05-03
I21JC029445O,11,0.0,normal,2026-05-03
I21JC029445O,12,0.0,normal,2026-05-03
I21JC029445O,13,0.0,normal,2026-05-03
I21JC029445O,14,0.0,normal,2026-05-03
I21JC029445O,15,0.0,normal,2026-05-03
I21JC029445O,16,0.0,normal,2026-05-03
I21JC029445O,17,0.0,normal,2026-05-03
I21JC029445O,18,0.0,normal,2026-05-03
I21JC029445O,19,0.0,normal,2026-05-03
I21JC029445O,20,0.0,normal,2026-05-03
I21JC029445O,21,0.0,normal,2026-05-03
I21JC029445O,22,0.0,normal,2026-05-03
I21JC029445O,23,0.0,normal,2026-05-03
I21JC029459U,0,0.0,normal,2026-05-03
I21JC029459U,1,0.0,normal,2026-05-03
I21JC029459U,2,0.0,normal,2026-05-03
I21JC029459U,3,0.0,normal,2026-05-03
I21JC029459U,8,0.0,normal,2026-05-03
I21JC029459U,9,0.0,normal,2026-05-03
I21JC029459U,10,0.0,normal,2026-05-03
I21JC029459U,11,0.0,normal,2026-05-03
I21JC029459U,12,0.0,normal,2026-05-03
I21JC029459U,13,0.0,normal,2026-05-03
I21JC029459U,14,0.0,normal,2026-05-03
I21JC029459U,15,0.0,normal,2026-05-03
I21JC029459U,16,0.0,normal,2026-05-03
I21JC029459U,17,0.0,normal,2026-05-03
I21JC029459U,18,0.0,normal,2026-05-03
I21JC029459U,19,0.0,normal,2026-05-03
I21JC029459U,20,0.0,normal,2026-05-03
I21JC029459U,21,0.0,normal,2026-05-03
I21JC029459U,22,0.0,normal,2026-05-03
I21JC029459U,23,0.0,normal,2026-05-03
I21JC029465S,0,0.41,normal,2026-05-03
I21JC029465S,1,0.253,normal,2026-05-03
I21JC029465S,2,0.238,normal,2026-05-03
I21JC029465S,3,0.246,normal,2026-05-03
I21JC029465S,4,0.242,normal,2026-05-03
I21JC029465S,6,0.292,normal,2026-05-03
I21JC029465S,7,0.362,normal,2026-05-03
I21JC029465S,8,0.57,normal,2026-05-03
I21JC029465S,9,0.949,normal,2026-05-03
I21JC029465S,10,1.743,normal,2026-05-03
I21JC029465S,11,0.847,normal,2026-05-03
I21JC029465S,12,0.823,normal,2026-05-03
I21JC029465S,13,1.102,normal,2026-05-03
I21JC029465S,14,0.737,normal,2026-05-03
I21JC029465S,15,0.783,normal,2026-05-03
I21JC029465S,16,0.744,normal,2026-05-03
I21JC029465S,17,0.814,normal,2026-05-03
I21JC029465S,18,0.835,normal,2026-05-03
I21JC029465S,19,0.709,normal,2026-05-03
I21JC029465S,20,1.296,normal,2026-05-03
I21JC029465S,21,0.909,normal,2026-05-03
I21JC029465S,22,0.592,normal,2026-05-03
I21JC029465S,23,0.576,normal,2026-05-03
I21JC029494X,0,0.0,normal,2026-05-03
I21JC029494X,1,0.0,normal,2026-05-03
I21JC029494X,2,0.0,normal,2026-05-03
I21JC029494X,3,0.0,normal,2026-05-03
I21JC029494X,4,0.0,normal,2026-05-03
I21JC029494X,5,0.0,normal,2026-05-03
I21JC029494X,6,0.0,normal,2026-05-03
I21JC029494X,7,0.0,normal,2026-05-03
I21JC029494X,8,0.0,normal,2026-05-03
I21JC029494X,9,0.0,normal,2026-05-03
I21JC029494X,10,0.0,normal,2026-05-03
I21JC029494X,11,0.0,normal,2026-05-03
I21JC029494X,12,0.0,normal,2026-05-03
I21JC029494X,13,0.0,normal,2026-05-03
I21JC029494X,14,0.0,normal,2026-05-03
I21JC029494X,15,0.0,normal,2026-05-03
I21JC029494X,16,0.0,normal,2026-05-03
I21JC029494X,17,0.0,normal,2026-05-03
I21JC029494X,18,0.0,normal,2026-05-03
I21JC029494X,19,0.0,normal,2026-05-03
I21JC029494X,20,0.0,normal,2026-05-03
I21JC029494X,21,0.0,normal,2026-05-03
I21JC029494X,22,0.0,normal,2026-05-03
I21JC029494X,23,0.0,normal,2026-05-03
I21JC029495Y,0,0.0,normal,2026-05-03
I21JC029495Y,1,0.0,normal,2026-05-03
I21JC029495Y,2,0.0,normal,2026-05-03
I21JC029495Y,3,0.0,normal,2026-05-03
I21JC029495Y,4,0.0,normal,2026-05-03
I21JC029495Y,5,0.0,normal,2026-05-03
I21JC029495Y,6,0.0,normal,2026-05-03
I21JC029495Y,7,0.0,normal,2026-05-03
I21JC029495Y,8,0.0,normal,2026-05-03
I21JC029495Y,9,0.0,normal,2026-05-03
I21JC029495Y,10,0.0,normal,2026-05-03
I21JC029495Y,11,0.0,normal,2026-05-03
I21JC029495Y,12,0.0,normal,2026-05-03
I21JC029495Y,13,0.0,normal,2026-05-03
I21JC029495Y,14,0.0,normal,2026-05-03
I21JC029495Y,15,0.0,normal,2026-05-03
I21JC029495Y,16,0.0,normal,2026-05-03
I21JC029495Y,17,0.0,normal,2026-05-03
I21JC029495Y,18,0.0,normal,2026-05-03
I21JC029495Y,19,0.0,normal,2026-05-03
I21JC029495Y,20,0.0,normal,2026-05-03
I21JC029495Y,21,0.0,normal,2026-05-03
I21JC029495Y,22,0.0,normal,2026-05-03
I21JC029495Y,23,0.0,normal,2026-05-03
I21JC029541N,2,0.0,normal,2026-05-03
I21JC029541N,3,0.0,normal,2026-05-03
I21JC029541N,4,0.0,normal,2026-05-03
I21JC029541N,5,0.0,normal,2026-05-03
I21JC029541N,6,0.0,normal,2026-05-03
I21JC029541N,7,0.0,normal,2026-05-03
I21JC029541N,8,0.0,normal,2026-05-03
I21JC029541N,9,0.0,normal,2026-05-03
I21JC029541N,14,0.0,normal,2026-05-03
I21JC029541N,15,0.0,normal,2026-05-03
I21JC029541N,16,0.0,normal,2026-05-03
I21JC029541N,17,0.0,normal,2026-05-03
I21JC029541N,22,0.0,normal,2026-05-03
I21JC029541N,23,0.0,normal,2026-05-03
I21JC029553R,0,0.02,normal,2026-05-03
I21JC029553R,1,0.02,normal,2026-05-03
I21JC029553R,2,0.021,normal,2026-05-03
I21JC029553R,3,0.021,normal,2026-05-03
I21JC029553R,4,0.022,normal,2026-05-03
I21JC029553R,5,0.02,normal,2026-05-03
I21JC029553R,6,0.021,normal,2026-05-03
I21JC029553R,7,0.02,normal,2026-05-03
I21JC029553R,8,0.069,normal,2026-05-03
I21JC029553R,9,0.111,normal,2026-05-03
I21JC029553R,10,0.812,normal,2026-05-03
I21JC029553R,11,0.623,normal,2026-05-03
I21JC029553R,12,1.01,desvio,2026-05-03
I21JC029553R,13,0.65,normal,2026-05-03
I21JC029553R,14,0.022,normal,2026-05-03
I21JC029553R,15,0.022,normal,2026-05-03
I21JC029553R,16,0.023,normal,2026-05-03
I21JC029553R,17,0.022,normal,2026-05-03
I21JC029553R,18,0.022,normal,2026-05-03
I21JC029553R,19,0.022,normal,2026-05-03
I21JC029553R,20,0.022,normal,2026-05-03
I21JC029553R,21,0.022,normal,2026-05-03
I21JC029553R,22,0.022,normal,2026-05-03
I21JC029553R,23,0.023,normal,2026-05-03
I21JC029555T,0,0.0,normal,2026-05-03
I21JC029555T,1,0.0,normal,2026-05-03
I21JC029555T,2,0.0,normal,2026-05-03
I21JC029555T,3,0.0,normal,2026-05-03
I21JC029555T,4,0.0,normal,2026-05-03
I21JC029555T,5,0.0,normal,2026-05-03
I21JC029555T,6,0.0,normal,2026-05-03
I21JC029555T,7,0.0,normal,2026-05-03
I21JC029555T,8,0.0,normal,2026-05-03
I21JC029555T,9,0.0,normal,2026-05-03
I21JC029555T,10,0.0,normal,2026-05-03
I21JC029555T,11,0.0,normal,2026-05-03
I21JC029555T,12,0.0,normal,2026-05-03
I21JC029555T,13,0.0,normal,2026-05-03
I21JC029555T,14,0.0,normal,2026-05-03
I21JC029555T,15,0.0,normal,2026-05-03
I21JC029555T,16,0.0,normal,2026-05-03
I21JC029555T,17,0.0,normal,2026-05-03
I21JC029555T,18,0.0,normal,2026-05-03
I21JC029555T,19,0.0,normal,2026-05-03
I21JC029555T,20,0.0,normal,2026-05-03
I21JC029555T,21,0.0,normal,2026-05-03
I21JC029555T,22,0.0,normal,2026-05-03
I21JC029555T,23,0.0,normal,2026-05-03
I21JC029567X,0,0.0,normal,2026-05-03
I21JC029567X,1,0.0,normal,2026-05-03
I21JC029567X,2,0.0,normal,2026-05-03
I21JC029567X,3,0.0,normal,2026-05-03
I21JC029567X,4,0.0,normal,2026-05-03
I21JC029567X,5,0.0,normal,2026-05-03
I21JC029567X,6,0.0,normal,2026-05-03
I21JC029567X,7,0.0,normal,2026-05-03
I21JC029567X,8,0.0,normal,2026-05-03
I21JC029567X,9,0.0,normal,2026-05-03
I21JC029567X,10,0.0,normal,2026-05-03
I21JC029567X,11,0.0,normal,2026-05-03
I21JC029567X,13,0.0,normal,2026-05-03
I21JC029567X,14,0.0,normal,2026-05-03
I21JC029567X,15,0.0,normal,2026-05-03
I21JC029567X,16,0.0,normal,2026-05-03
I21JC029567X,17,0.0,normal,2026-05-03
I21JC029567X,18,0.0,normal,2026-05-03
I21JC029567X,19,0.0,normal,2026-05-03
I21JC029567X,20,0.0,normal,2026-05-03
I21JC029567X,21,0.0,normal,2026-05-03
I21JC029567X,22,0.0,normal,2026-05-03
