CPE,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000078294957RQ,0.0,fim_semana,1.61,1.69,0.3,-0.24,-0.24,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000078441876HB,0.0,fim_semana,217.38,153.42,39.7,1.61,1.61,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000079469719HF,,fim_semana,31.2,29.03,4.83,0.45,0.45,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000081344542CP,1.0,fim_semana,6.32,3.43,2.33,1.24,1.24,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000081997398TD,0.0,fim_semana,37.3,22.39,10.01,1.49,1.49,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000082549706RH,0.0,fim_semana,4.47,4.89,0.54,-0.77,-0.77,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000100113293JT,0.0,fim_semana,37.75,37.57,3.76,0.05,0.05,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000101964938LF,0.0,fim_semana,2.15,1.97,0.3,0.6,0.6,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000102936404ME,1.0,fim_semana,4.0,5.07,0.74,-1.45,-1.45,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000103647515BL,,fim_semana,0.17,0.29,0.3,-0.4,-0.4,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000105483259QH,1.0,fim_semana,0.06,0.5,0.3,-1.46,-1.46,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000106102375RC,,fim_semana,11.64,6.56,1.93,2.63,2.63,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000107046231FW,0.0,fim_semana,0.64,0.68,0.3,-0.15,-0.15,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000107172384HT,1.0,fim_semana,9.39,5.93,1.72,2.01,2.01,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000109837807PE,1.0,fim_semana,5.92,3.36,1.54,1.66,1.66,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000110090564GD,1.0,fim_semana,10.38,5.02,2.89,1.85,1.85,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000110607652SB,0.0,fim_semana,3.5,2.08,0.57,2.51,2.51,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000110814293YC,,fim_semana,4.51,4.31,0.43,0.47,0.47,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000111572054VT,,fim_semana,1.9,1.76,0.38,0.35,0.35,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000112989585PH,0.0,fim_semana,31.05,8.14,5.96,3.85,3.85,desvio,acima,alta,15,histórico fim_semana,2.5
PT0002000114613364CC,,fim_semana,33.69,32.06,3.21,0.51,0.51,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000114685657JR,0.0,fim_semana,41.46,41.34,4.13,0.03,0.03,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000115031201VQ,0.0,fim_semana,1.14,2.01,0.76,-1.15,-1.15,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000115673389QK,0.0,fim_semana,5.83,5.18,0.83,0.78,0.78,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000115673471CB,0.0,fim_semana,3.15,3.09,0.31,0.18,0.18,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000115700602GW,0.0,fim_semana,3.7,3.67,0.81,0.03,0.03,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000116530964LH,,fim_semana,23.53,23.59,2.85,-0.02,-0.02,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000119303492KB,0.0,fim_semana,1.81,2.0,0.52,-0.35,-0.35,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000120237616VJ,0.0,fim_semana,3.39,3.03,0.3,1.17,1.17,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000123648159KR,0.0,fim_semana,0.89,0.91,0.49,-0.05,-0.05,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000125379984SH,1.0,fim_semana,7.06,3.44,2.47,1.46,1.46,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000125701614SQ,,fim_semana,5.81,8.44,2.61,-1.01,-1.01,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000201038711LS,,fim_semana,3.46,1.59,0.83,2.24,2.24,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000201936109ME,0.0,fim_semana,0.0,0.0,0.3,0.0,0.0,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000203419117SJ,,fim_semana,0.04,0.01,0.3,0.1,0.1,normal,acima,alta,15,histórico fim_semana,2.5
PT0002000203886452WB,,fim_semana,0.0,0.04,0.3,-0.14,-0.14,normal,abaixo,alta,15,histórico fim_semana,2.5
