CPE,hora,cluster,cluster_origem,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000068855003AK,21,,sem_cluster,dia_util,8.0,9.0,0.9,-1.11,-1.11,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,22,,sem_cluster,dia_util,7.0,6.5,0.71,0.71,0.71,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,23,,sem_cluster,dia_util,7.0,7.5,0.75,-0.67,-0.67,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856826ZG,21,,sem_cluster,dia_util,215.0,198.0,19.8,0.86,0.86,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856826ZG,22,,sem_cluster,dia_util,275.0,174.0,17.4,5.8,5.8,desvio,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856826ZG,23,,sem_cluster,dia_util,200.0,130.5,13.05,5.33,5.33,desvio,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856906VS,21,0,historico,dia_util,21.0,30.0,3.0,-3.0,-3.0,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856906VS,22,0,historico,dia_util,28.0,26.5,2.65,0.57,0.57,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856906VS,23,0,historico,dia_util,27.0,25.5,2.55,0.59,0.59,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000073573036KH,21,,sem_cluster,dia_util,169.0,222.0,22.2,-2.39,-2.39,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000073573036KH,22,,sem_cluster,dia_util,194.0,189.0,18.9,0.26,0.26,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000073573036KH,23,,sem_cluster,dia_util,182.0,181.5,18.15,0.03,0.03,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000077348081AG,21,,sem_cluster,dia_util,42.0,72.5,36.06,-0.85,-0.85,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000077348081AG,22,,sem_cluster,dia_util,32.0,48.0,31.11,-0.51,-0.51,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000077348081AG,23,,sem_cluster,dia_util,28.0,26.5,2.65,0.57,0.57,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000078140706BA,21,,sem_cluster,dia_util,33.0,47.0,4.7,-2.98,-2.98,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000078140706BA,22,,sem_cluster,dia_util,36.0,44.5,4.45,-1.91,-1.91,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000078140706BA,23,,sem_cluster,dia_util,35.0,41.0,7.07,-0.85,-0.85,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
