CPE,hora,cluster,cluster_origem,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000033074862LZ,0,0,historico,dia_util,14.0,12.5,1.25,1.2,1.2,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,1,0,historico,dia_util,13.0,13.0,1.3,0.0,0.0,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,2,0,historico,dia_util,14.0,12.5,1.25,1.2,1.2,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,3,0,historico,dia_util,14.0,14.5,1.45,-0.34,-0.34,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,4,0,historico,dia_util,14.0,12.0,1.2,1.67,1.67,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,5,0,historico,dia_util,14.0,13.0,1.3,0.77,0.77,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,6,0,historico,dia_util,14.0,13.5,1.35,0.37,0.37,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,7,0,historico,dia_util,33.0,32.5,3.54,0.14,0.14,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,8,0,historico,dia_util,48.0,44.5,9.19,0.38,0.38,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,9,0,historico,dia_util,46.0,51.5,5.15,-1.07,-1.07,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,10,0,historico,dia_util,55.0,56.5,6.36,-0.24,-0.24,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,11,0,historico,dia_util,50.0,47.5,4.95,0.51,0.51,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,12,0,historico,dia_util,59.0,61.0,6.1,-0.33,-0.33,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,13,0,historico,dia_util,42.0,47.5,4.75,-1.16,-1.16,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,14,0,historico,dia_util,36.0,37.0,4.24,-0.24,-0.24,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,15,0,historico,dia_util,20.0,25.5,2.55,-2.16,-2.16,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,16,0,historico,dia_util,21.0,21.5,2.15,-0.23,-0.23,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,17,0,historico,dia_util,25.0,26.5,2.65,-0.57,-0.57,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,18,0,historico,dia_util,19.0,21.0,2.83,-0.71,-0.71,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,19,0,historico,dia_util,15.0,14.5,1.45,0.34,0.34,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
