CPE,hora,cluster,cluster_origem,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000033074862LZ,0,0,historico,dia_util,9.0,8.5,0.85,0.59,0.59,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,1,0,historico,dia_util,8.0,8.5,0.85,-0.59,-0.59,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,2,0,historico,dia_util,9.0,8.5,0.85,0.59,0.59,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,3,0,historico,dia_util,8.0,9.0,0.9,-1.11,-1.11,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,4,0,historico,dia_util,9.0,8.5,0.85,0.59,0.59,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,5,0,historico,dia_util,9.0,9.0,0.9,0.0,0.0,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,6,0,historico,dia_util,11.0,9.5,0.95,1.58,1.58,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,7,0,historico,dia_util,10.0,9.5,0.95,0.53,0.53,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,8,0,historico,dia_util,7.0,7.5,0.75,-0.67,-0.67,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,9,0,historico,dia_util,8.0,8.0,0.8,0.0,0.0,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,10,0,historico,dia_util,10.0,9.0,0.9,1.11,1.11,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,11,0,historico,dia_util,9.0,10.5,1.05,-1.43,-1.43,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,12,0,historico,dia_util,9.0,9.5,0.95,-0.53,-0.53,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,13,0,historico,dia_util,10.0,9.5,0.95,0.53,0.53,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,14,0,historico,dia_util,10.0,9.5,0.95,0.53,0.53,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,15,0,historico,dia_util,9.0,9.5,0.95,-0.53,-0.53,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,16,0,historico,dia_util,9.0,9.5,0.95,-0.53,-0.53,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,17,0,historico,dia_util,11.0,10.5,1.05,0.48,0.48,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,18,0,historico,dia_util,9.0,9.5,0.95,-0.53,-0.53,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,19,0,historico,dia_util,9.0,9.5,0.95,-0.53,-0.53,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,20,0,historico,dia_util,10.0,9.0,0.9,1.11,1.11,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,21,0,historico,dia_util,9.0,8.33,1.15,0.58,0.58,normal,acima,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,22,0,historico,dia_util,9.0,8.67,0.87,0.38,0.38,normal,acima,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,23,0,historico,dia_util,8.0,8.67,0.87,-0.77,-0.77,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,0,0,atribuido,dia_util,6.0,8.5,2.12,-1.18,-1.18,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,1,0,atribuido,dia_util,6.0,8.0,1.41,-1.41,-1.41,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,2,0,atribuido,dia_util,7.0,7.5,2.12,-0.24,-0.24,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,3,0,atribuido,dia_util,6.0,8.0,1.41,-1.41,-1.41,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,4,0,atribuido,dia_util,6.0,7.5,2.12,-0.71,-0.71,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,5,0,atribuido,dia_util,6.0,7.5,2.12,-0.71,-0.71,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,6,0,atribuido,dia_util,6.0,8.0,1.41,-1.41,-1.41,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,7,0,atribuido,dia_util,9.0,11.0,1.1,-1.82,-1.82,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,8,0,atribuido,dia_util,15.0,15.5,1.55,-0.32,-0.32,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,9,0,atribuido,dia_util,20.0,22.0,4.24,-0.47,-0.47,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,10,0,atribuido,dia_util,29.0,44.0,18.38,-0.82,-0.82,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,11,0,atribuido,dia_util,36.0,35.0,7.07,0.14,0.14,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,12,0,atribuido,dia_util,43.0,39.5,7.78,0.45,0.45,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,13,0,atribuido,dia_util,49.0,49.0,9.9,0.0,0.0,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,14,0,atribuido,dia_util,55.0,48.0,8.49,0.82,0.82,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,15,0,atribuido,dia_util,51.0,56.5,16.26,-0.34,-0.34,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,16,0,atribuido,dia_util,67.0,57.0,12.73,0.79,0.79,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,17,0,atribuido,dia_util,80.0,43.0,4.3,8.6,8.6,desvio,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,18,0,atribuido,dia_util,73.0,41.0,9.9,3.23,3.23,desvio,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,19,0,atribuido,dia_util,52.0,40.0,19.8,0.61,0.61,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,20,0,atribuido,dia_util,27.0,14.5,7.78,1.61,1.61,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,21,0,atribuido,dia_util,12.0,6.33,0.63,8.95,8.95,desvio,acima,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,22,0,atribuido,dia_util,10.0,6.33,0.63,5.79,5.79,desvio,acima,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,23,0,atribuido,dia_util,11.0,6.33,0.63,7.37,7.37,desvio,acima,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,0,0,atribuido,dia_util,22.0,24.0,2.4,-0.83,-0.83,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,1,0,atribuido,dia_util,22.0,22.5,2.25,-0.22,-0.22,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,2,0,atribuido,dia_util,21.0,23.5,2.35,-1.06,-1.06,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,3,0,atribuido,dia_util,21.0,23.5,2.35,-1.06,-1.06,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,4,0,atribuido,dia_util,22.0,24.0,2.4,-0.83,-0.83,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,5,0,atribuido,dia_util,20.0,22.5,2.25,-1.11,-1.11,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,6,0,atribuido,dia_util,19.0,21.5,2.15,-1.16,-1.16,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,7,0,atribuido,dia_util,19.0,20.5,2.05,-0.73,-0.73,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,8,0,atribuido,dia_util,22.0,24.5,2.45,-1.02,-1.02,normal,abaixo,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,9,0,atribuido,dia_util,30.0,27.5,2.75,0.91,0.91,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,10,0,atribuido,dia_util,32.0,26.5,2.65,2.08,2.08,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,11,0,atribuido,dia_util,31.0,26.0,2.83,1.77,1.77,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,12,0,atribuido,dia_util,26.0,24.5,2.45,0.61,0.61,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,13,0,atribuido,dia_util,26.0,24.0,2.4,0.83,0.83,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
