CPE,hora,cluster,cluster_origem,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000033074862LZ,21,0,historico,dia_util,7.0,9.0,0.9,-2.22,-2.22,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,22,0,historico,dia_util,8.0,9.0,0.9,-1.11,-1.11,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000033074862LZ,23,0,historico,dia_util,9.0,8.33,0.83,0.8,0.8,normal,acima,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,21,0,atribuido,dia_util,6.0,8.33,3.21,-0.73,-0.73,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,22,0,atribuido,dia_util,6.0,7.67,2.08,-0.8,-0.8,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,23,0,atribuido,dia_util,6.0,8.0,2.65,-0.76,-0.76,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,21,0,atribuido,dia_util,17.0,23.33,2.33,-2.71,-2.71,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,22,0,atribuido,dia_util,23.0,22.33,2.23,0.3,0.3,normal,acima,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,23,0,atribuido,dia_util,22.0,23.33,2.33,-0.57,-0.57,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856655YV,21,0,historico,dia_util,1.0,11.33,11.37,-0.91,-0.91,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856655YV,22,0,historico,dia_util,2.0,11.33,11.15,-0.84,-0.84,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856655YV,23,0,historico,dia_util,2.0,2.33,0.58,-0.58,-0.58,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856781NM,21,0,historico,dia_util,87.0,112.67,11.27,-2.28,-2.28,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856781NM,22,0,historico,dia_util,115.0,112.0,11.2,0.27,0.27,normal,acima,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856781NM,23,0,historico,dia_util,116.0,112.33,11.23,0.33,0.33,normal,acima,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856826ZG,21,0,atribuido,dia_util,126.0,207.67,20.77,-3.93,-3.93,desvio,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856826ZG,22,0,atribuido,dia_util,161.0,170.0,17.78,-0.51,-0.51,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856826ZG,23,0,atribuido,dia_util,108.0,111.0,11.1,-0.27,-0.27,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856872QG,21,1,historico,dia_util,0.0,0.0,0.3,0.0,0.0,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856872QG,22,1,historico,dia_util,0.0,1.0,1.73,-0.58,-0.58,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856872QG,23,1,historico,dia_util,1.0,0.0,0.3,3.33,3.33,desvio,acima,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856906VS,21,0,historico,dia_util,23.0,30.33,3.03,-2.42,-2.42,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856906VS,22,0,historico,dia_util,30.0,33.0,3.3,-0.91,-0.91,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856906VS,23,0,historico,dia_util,31.0,32.33,3.23,-0.41,-0.41,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856952LS,21,2,historico,dia_util,0.0,0.33,0.58,-0.58,-0.58,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856952LS,22,2,historico,dia_util,0.0,0.0,0.3,0.0,0.0,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856952LS,23,2,historico,dia_util,0.0,0.0,0.3,0.0,0.0,normal,abaixo,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856974CZ,21,0,atribuido,dia_util,11.0,10.0,1.0,1.0,1.0,normal,acima,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856974CZ,22,0,atribuido,dia_util,12.0,11.67,1.17,0.29,0.29,normal,acima,baixa,3,histórico dia_util (poucos dados),3.0
PT0002000068856974CZ,23,0,atribuido,dia_util,12.0,9.67,0.97,2.41,2.41,normal,acima,baixa,3,histórico dia_util (poucos dados),3.0
