CPE,hora,cluster,cluster_origem,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000033074862LZ,0,0,historico,fim_semana,12.0,13.0,1.41,-0.71,-0.71,normal,abaixo,baixa,2,fallback (60d recentes),3.5
PT0002000033074862LZ,1,0,historico,fim_semana,13.0,13.0,1.3,0.0,0.0,normal,abaixo,baixa,2,fallback (60d recentes),3.5
PT0002000033074862LZ,2,0,historico,fim_semana,13.0,13.0,1.41,0.0,0.0,normal,abaixo,baixa,2,fallback (60d recentes),3.5
PT0002000033074862LZ,3,0,historico,fim_semana,14.0,14.5,1.45,-0.34,-0.34,normal,abaixo,baixa,2,fallback (60d recentes),3.5
PT0002000033074862LZ,4,0,historico,fim_semana,12.0,13.0,1.41,-0.71,-0.71,normal,abaixo,baixa,2,fallback (60d recentes),3.5
PT0002000033074862LZ,5,0,historico,fim_semana,13.0,13.5,1.35,-0.37,-0.37,normal,abaixo,baixa,2,fallback (60d recentes),3.5
PT0002000033074862LZ,6,0,historico,fim_semana,13.0,13.5,1.35,-0.37,-0.37,normal,abaixo,baixa,2,fallback (60d recentes),3.5
PT0002000033074862LZ,7,0,historico,fim_semana,13.0,31.5,3.15,-5.87,-5.87,desvio,abaixo,baixa,2,fallback (60d recentes),3.5
PT0002000033074862LZ,8,0,historico,fim_semana,11.0,49.5,4.95,-7.78,-7.78,desvio,abaixo,baixa,2,fallback (60d recentes),3.5
PT0002000033074862LZ,9,0,historico,fim_semana,11.0,48.5,4.85,-7.73,-7.73,desvio,abaixo,baixa,2,fallback (60d recentes),3.5
PT0002000033074862LZ,10,0,historico,fim_semana,12.0,53.5,5.35,-7.76,-7.76,desvio,abaixo,baixa,2,fallback (60d recentes),3.5
PT0002000033074862LZ,11,0,historico,fim_semana,11.0,47.0,4.7,-7.66,-7.66,desvio,abaixo,baixa,2,fallback (60d recentes),3.5
